concept_code,concept_name,concept_chapter,concept_category
M8914,arrêt épiphysaire - main,13,M89
M8915,arrêt épiphysaire - région pelvienne et cuisse,13,M89
M8916,arrêt épiphysaire - jambe,13,M89
M8917,arrêt épiphysaire - cheville et pied,13,M89
M8918,arrêt épiphysaire - autres localisations,13,M89
M8919,arrêt épiphysaire - siège non précisé,13,M89
M892,autres troubles de la croissance et du développement osseux,13,M89
M8920,autres troubles de la croissance et du développement osseux - sièges multiples,13,M89
M8921,autres troubles de la croissance et du développement osseux - région scapulaire,13,M89
M8922,autres troubles de la croissance et du développement osseux - bras,13,M89
M8923,autres troubles de la croissance et du développement osseux - avant-bras,13,M89
M8924,autres troubles de la croissance et du développement osseux - main,13,M89
M8925,autres troubles de la croissance et du développement osseux - région pelvienne et cuisse,13,M89
M8926,autres troubles de la croissance et du développement osseux - jambe,13,M89
M8927,autres troubles de la croissance et du développement osseux - cheville et pied,13,M89
M8928,autres troubles de la croissance et du développement osseux - autres localisations,13,M89
M8929,autres troubles de la croissance et du développement osseux - siège non précisé,13,M89
M893,hypertrophie osseuse,13,M89
M8930,hypertrophie osseuse - sièges multiples,13,M89
M8931,hypertrophie osseuse - région scapulaire,13,M89
M8932,hypertrophie osseuse - bras,13,M89
M8933,hypertrophie osseuse - avant-bras,13,M89
M8934,hypertrophie osseuse - main,13,M89
M8935,hypertrophie osseuse - région pelvienne et cuisse,13,M89
M8936,hypertrophie osseuse - jambe,13,M89
M8937,hypertrophie osseuse - cheville et pied,13,M89
M8938,hypertrophie osseuse - autres localisations,13,M89
M8939,hypertrophie osseuse - siège non précisé,13,M89
M894,autres ostéoarthropathies hypertrophiantes,13,M89
M8940,autres ostéoarthropathies hypertrophiantes - sièges multiples,13,M89
M8941,autres ostéoarthropathies hypertrophiantes - région scapulaire,13,M89
M8942,autres ostéoarthropathies hypertrophiantes - bras,13,M89
M8943,autres ostéoarthropathies hypertrophiantes - avant-bras,13,M89
M8944,autres ostéoarthropathies hypertrophiantes - main,13,M89
M8945,autres ostéoarthropathies hypertrophiantes - région pelvienne et cuisse,13,M89
M8946,autres ostéoarthropathies hypertrophiantes - jambe,13,M89
M8947,autres ostéoarthropathies hypertrophiantes - cheville et pied,13,M89
M8948,autres ostéoarthropathies hypertrophiantes - autres localisations,13,M89
M8949,autres ostéoarthropathies hypertrophiantes - siège non précisé,13,M89
M895,ostéolyse,13,M89
M8950,ostéolyse - sièges multiples,13,M89
M8951,ostéolyse - région scapulaire,13,M89
M8952,ostéolyse - bras,13,M89
M8953,ostéolyse - avant-bras,13,M89
M8954,ostéolyse - main,13,M89
M8955,ostéolyse - région pelvienne et cuisse,13,M89
M8956,ostéolyse - jambe,13,M89
M8957,ostéolyse - cheville et pied,13,M89
M8958,ostéolyse - autres localisations,13,M89
M8959,ostéolyse - siège non précisé,13,M89
M896,ostéopathie consécutive à une poliomyélite,13,M89
M8960,ostéopathie consécutive à une poliomyélite - sièges multiples,13,M89
M8961,ostéopathie consécutive à une poliomyélite - région scapulaire,13,M89
M8962,ostéopathie consécutive à une poliomyélite - bras,13,M89
M8963,ostéopathie consécutive à une poliomyélite - avant-bras,13,M89
M8964,ostéopathie consécutive à une poliomyélite - main,13,M89
M8965,ostéopathie consécutive à une poliomyélite - région pelvienne et cuisse,13,M89
M8966,ostéopathie consécutive à une poliomyélite - jambe,13,M89
M8967,ostéopathie consécutive à une poliomyélite - cheville et pied,13,M89
M8968,ostéopathie consécutive à une poliomyélite - autres localisations,13,M89
M8969,ostéopathie consécutive à une poliomyélite - siège non précisé,13,M89
M898,autres maladies osseuses précisées,13,M89
M8980,autres maladies osseuses précisées - sièges multiples,13,M89
M8981,autres maladies osseuses précisées - région scapulaire,13,M89
M8982,autres maladies osseuses précisées - bras,13,M89
M8983,autres maladies osseuses précisées - avant-bras,13,M89
M8984,autres maladies osseuses précisées - main,13,M89
M8985,autres maladies osseuses précisées - région pelvienne et cuisse,13,M89
M8986,autres maladies osseuses précisées - jambe,13,M89
M8987,autres maladies osseuses précisées - cheville et pied,13,M89
M8988,autres maladies osseuses précisées - autres localisations,13,M89
M8989,autres maladies osseuses précisées - siège non précisé,13,M89
M899,"maladie osseuse, sans précision",13,M89
M8990,"maladie osseuse, sans précision - sièges multiples",13,M89
M8991,"maladie osseuse, sans précision - région scapulaire",13,M89
M8992,"maladie osseuse, sans précision - bras",13,M89
M8993,"maladie osseuse, sans précision - avant-bras",13,M89
M8994,"maladie osseuse, sans précision - main",13,M89
M8995,"maladie osseuse, sans précision - région pelvienne et cuisse",13,M89
M8996,"maladie osseuse, sans précision - jambe",13,M89
M8997,"maladie osseuse, sans précision - cheville et pied",13,M89
M8998,"maladie osseuse, sans précision - autres localisations",13,M89
M8999,"maladie osseuse, sans précision - siège non précisé",13,M89
M90,ostéopathie au cours de maladies classées ailleurs,13,M90
M900,tuberculose osseuse (a18.0),13,M90
M9000,tuberculose osseuse (a18.0) - sièges multiples,13,M90
M9001,tuberculose osseuse (a18.0) - région scapulaire,13,M90
M9002,tuberculose osseuse (a18.0) - bras,13,M90
M9003,tuberculose osseuse (a18.0) - avant-bras,13,M90
M9004,tuberculose osseuse (a18.0) - main,13,M90
M9005,tuberculose osseuse (a18.0) - région pelvienne et cuisse,13,M90
M9006,tuberculose osseuse (a18.0) - jambe,13,M90
M9007,tuberculose osseuse (a18.0) - cheville et pied,13,M90
M9008,tuberculose osseuse (a18.0) - autres localisations,13,M90
M9009,tuberculose osseuse (a18.0) - siège non précisé,13,M90
M901,périostite au cours d'autres maladies infectieuses classées ailleurs,13,M90
M9010,périostite au cours d'autres maladies infectieuses classées ailleurs - sièges multiples,13,M90
M9011,périostite au cours d'autres maladies infectieuses classées ailleurs - région scapulaire,13,M90
M9012,périostite au cours d'autres maladies infectieuses classées ailleurs - bras,13,M90
M9013,périostite au cours d'autres maladies infectieuses classées ailleurs - avant-bras,13,M90
M9014,périostite au cours d'autres maladies infectieuses classées ailleurs - main,13,M90
M9015,périostite au cours d'autres maladies infectieuses classées ailleurs - région pelvienne et cuisse,13,M90
M9016,périostite au cours d'autres maladies infectieuses classées ailleurs - jambe,13,M90
M9017,périostite au cours d'autres maladies infectieuses classées ailleurs - cheville et pied,13,M90
M9018,périostite au cours d'autres maladies infectieuses classées ailleurs - autres localisations,13,M90
M9019,périostite au cours d'autres maladies infectieuses classées ailleurs - siège non précisé,13,M90
M902,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,13,M90
M9020,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - sièges multiples,13,M90
M9021,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - région scapulaire,13,M90
M9022,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - bras,13,M90
M9023,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - avant-bras,13,M90
M9024,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - main,13,M90
M9025,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - région pelvienne et cuisse,13,M90
M9026,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - jambe,13,M90
M9027,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - cheville et pied,13,M90
M9028,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - autres localisations,13,M90
M9029,ostéopathie au cours d'autres maladies infectieuses classées ailleurs - siège non précisé,13,M90
M903,ostéonécrose de la maladie des caissons (t70.3),13,M90
M9030,ostéonécrose de la maladie des caissons (t70.3) - sièges multiples,13,M90
M9031,ostéonécrose de la maladie des caissons (t70.3) - région scapulaire,13,M90
M9032,ostéonécrose de la maladie des caissons (t70.3) - bras,13,M90
M9033,ostéonécrose de la maladie des caissons (t70.3) - avant-bras,13,M90
M9034,ostéonécrose de la maladie des caissons (t70.3) - main,13,M90
M9035,ostéonécrose de la maladie des caissons (t70.3) - région pelvienne et cuisse,13,M90
M9036,ostéonécrose de la maladie des caissons (t70.3) - jambe,13,M90
M9037,ostéonécrose de la maladie des caissons (t70.3) - cheville et pied,13,M90
M9038,ostéonécrose de la maladie des caissons (t70.3) - autres localisations,13,M90
M9039,ostéonécrose de la maladie des caissons (t70.3) - siège non précisé,13,M90
M904,ostéonécrose due à une hémoglobinopathie (d50-d64),13,M90
M9040,ostéonécrose due à une hémoglobinopathie (d50-d64) - sièges multiples,13,M90
M9041,ostéonécrose due à une hémoglobinopathie (d50-d64) - région scapulaire,13,M90
M9042,ostéonécrose due à une hémoglobinopathie (d50-d64) - bras,13,M90
M9043,ostéonécrose due à une hémoglobinopathie (d50-d64) - avant-bras,13,M90
M9044,ostéonécrose due à une hémoglobinopathie (d50-d64) - main,13,M90
M9045,ostéonécrose due à une hémoglobinopathie (d50-d64) - région pelvienne et cuisse,13,M90
M9046,ostéonécrose due à une hémoglobinopathie (d50-d64) - jambe,13,M90
M9047,ostéonécrose due à une hémoglobinopathie (d50-d64) - cheville et pied,13,M90
M9048,ostéonécrose due à une hémoglobinopathie (d50-d64) - autres localisations,13,M90
M9049,ostéonécrose due à une hémoglobinopathie (d50-d64) - siège non précisé,13,M90
M905,ostéonécrose au cours d'autres maladies classées ailleurs,13,M90
M9050,ostéonécrose au cours d'autres maladies classées ailleurs - sièges multiples,13,M90
M9051,ostéonécrose au cours d'autres maladies classées ailleurs - région scapulaire,13,M90
M9052,ostéonécrose au cours d'autres maladies classées ailleurs - bras,13,M90
M9053,ostéonécrose au cours d'autres maladies classées ailleurs - avant-bras,13,M90
M9054,ostéonécrose au cours d'autres maladies classées ailleurs - main,13,M90
M9055,ostéonécrose au cours d'autres maladies classées ailleurs - région pelvienne et cuisse,13,M90
M9056,ostéonécrose au cours d'autres maladies classées ailleurs - jambe,13,M90
M9057,ostéonécrose au cours d'autres maladies classées ailleurs - cheville et pied,13,M90
M9058,ostéonécrose au cours d'autres maladies classées ailleurs - autres localisations,13,M90
M9059,ostéonécrose au cours d'autres maladies classées ailleurs - siège non précisé,13,M90
M906,ostéite déformante au cours de maladies tumorales (c00-d48),13,M90
M9060,ostéite déformante au cours de maladies tumorales (c00-d48) - sièges multiples,13,M90
M9061,ostéite déformante au cours de maladies tumorales (c00-d48) - région scapulaire,13,M90
M9062,ostéite déformante au cours de maladies tumorales (c00-d48) - bras,13,M90
M9063,ostéite déformante au cours de maladies tumorales (c00-d48) - avant-bras,13,M90
M9064,ostéite déformante au cours de maladies tumorales (c00-d48) - main,13,M90
M9065,ostéite déformante au cours de maladies tumorales (c00-d48) - région pelvienne et cuisse,13,M90
M9066,ostéite déformante au cours de maladies tumorales (c00-d48) - jambe,13,M90
M9067,ostéite déformante au cours de maladies tumorales (c00-d48) - cheville et pied,13,M90
M9068,ostéite déformante au cours de maladies tumorales (c00-d48) - autres localisations,13,M90
M9069,ostéite déformante au cours de maladies tumorales (c00-d48) - siège non précisé,13,M90
M907,fracture osseuse au cours de maladies tumorales (c00-d48),13,M90
M9070,fracture osseuse au cours de maladies tumorales (c00-d48) - sièges multiples,13,M90
M9071,fracture osseuse au cours de maladies tumorales (c00-d48) - région scapulaire,13,M90
M9072,fracture osseuse au cours de maladies tumorales (c00-d48) - bras,13,M90
M9073,fracture osseuse au cours de maladies tumorales (c00-d48) - avant-bras,13,M90
M9074,fracture osseuse au cours de maladies tumorales (c00-d48) - main,13,M90
M9075,fracture osseuse au cours de maladies tumorales (c00-d48) - région pelvienne et cuisse,13,M90
M9076,fracture osseuse au cours de maladies tumorales (c00-d48) - jambe,13,M90
M9077,fracture osseuse au cours de maladies tumorales (c00-d48) - cheville et pied,13,M90
M9078,fracture osseuse au cours de maladies tumorales (c00-d48) - autres localisations,13,M90
M9079,fracture osseuse au cours de maladies tumorales (c00-d48) - siège non précisé,13,M90
M908,ostéopathie au cours d'autres maladies classées ailleurs,13,M90
M9080,ostéopathie au cours d'autres maladies classées ailleurs - sièges multiples,13,M90
M9081,ostéopathie au cours d'autres maladies classées ailleurs - région scapulaire,13,M90
M9082,ostéopathie au cours d'autres maladies classées ailleurs - bras,13,M90
M9083,ostéopathie au cours d'autres maladies classées ailleurs - avant-bras,13,M90
M9084,ostéopathie au cours d'autres maladies classées ailleurs - main,13,M90
M9085,ostéopathie au cours d'autres maladies classées ailleurs - région pelvienne et cuisse,13,M90
M9086,ostéopathie au cours d'autres maladies classées ailleurs - jambe,13,M90
M9087,ostéopathie au cours d'autres maladies classées ailleurs - cheville et pied,13,M90
M9088,ostéopathie au cours d'autres maladies classées ailleurs - autres localisations,13,M90
M9089,ostéopathie au cours d'autres maladies classées ailleurs - siège non précisé,13,M90
M91,ostéochondrite juvénile de la hanche et du bassin,13,M91
M910,ostéochondrite juvénile du bassin,13,M91
M9100,ostéochondrite juvénile du bassin - sièges multiples,13,M91
M9105,ostéochondrite juvénile du bassin - région pelvienne et cuisse,13,M91
M911,ostéochondrite juvénile de la tête du fémur [legg-calvé-perthes],13,M91
M9110,ostéochondrite juvénile de la tête du fémur (legg-calvé-perthes) - sièges multiples,13,M91
M9115,ostéochondrite juvénile de la tête du fémur (legg-calvé-perthes) - région pelvienne et cuisse,13,M91
M912,coxa plana,13,M91
M9120,coxa plana - sièges multiples,13,M91
M9125,coxa plana - région pelvienne et cuisse,13,M91
